age,educational-num,capital-gain,capital-loss,hours-per-week,education,marital-status,occupation,gender,income_>50K
26,13,0,0,60,Bachelors,Never-married,Exec-managerial,Male,0
37,10,0,0,40,Some-college,Never-married,Adm-clerical,Female,0
47,6,0,0,65,10th,Married-civ-spouse,Sales,Male,0
41,12,0,0,80,Assoc-acdm,Divorced,Prof-specialty,Male,0
25,12,0,0,40,Assoc-acdm,Never-married,Adm-clerical,Female,0
56,15,0,1977,50,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
39,11,0,1485,38,Assoc-voc,Married-civ-spouse,Other-service,Male,1
20,10,0,0,30,Some-college,Never-married,Sales,Female,0
54,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
46,10,0,0,24,Some-college,Divorced,Adm-clerical,Female,0
42,10,0,0,40,Some-college,Divorced,Adm-clerical,Female,0
26,10,0,0,40,Some-college,Married-civ-spouse,Other-service,Male,0
23,9,0,0,42,HS-grad,Separated,Exec-managerial,Female,0
58,16,0,0,8,Doctorate,Never-married,Prof-specialty,Male,0
42,6,0,0,50,10th,Married-civ-spouse,Transport-moving,Male,0
34,14,0,0,40,Masters,Married-civ-spouse,Exec-managerial,Male,1
37,10,0,0,17,Some-college,Married-civ-spouse,Other-service,Male,0
47,9,0,0,50,HS-grad,Separated,Priv-house-serv,Female,0
26,9,0,0,40,HS-grad,Divorced,Farming-fishing,Male,0
45,10,0,0,40,Some-college,Divorced,Adm-clerical,Female,0
43,10,0,0,40,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0
40,12,0,0,80,Assoc-acdm,Never-married,Sales,Male,1
53,10,0,0,60,Some-college,Married-civ-spouse,Other-service,Male,0
19,7,0,0,40,11th,Never-married,Machine-op-inspct,Male,0
36,9,0,0,48,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
60,13,7688,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
36,10,0,0,40,Some-college,Divorced,Adm-clerical,Female,0
44,11,0,0,50,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,1
24,10,0,0,40,Some-college,Married-civ-spouse,Prof-specialty,Male,0
30,14,0,0,40,Masters,Never-married,Adm-clerical,Female,0
42,10,0,0,40,Some-college,Divorced,Exec-managerial,Female,0
23,13,0,0,40,Bachelors,Never-married,Sales,Female,0
28,10,0,0,40,Some-college,Never-married,Sales,Male,0
66,14,0,0,20,Masters,Widowed,Sales,Female,0
62,14,8614,0,45,Masters,Never-married,Prof-specialty,Female,1
21,10,0,0,30,Some-college,Never-married,Other-service,Male,0
37,10,0,0,50,Some-college,Married-civ-spouse,Exec-managerial,Male,1
55,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
38,10,0,0,40,Some-college,Never-married,Adm-clerical,Female,0
55,9,0,0,40,HS-grad,Separated,Craft-repair,Male,0
39,13,0,0,60,Bachelors,Never-married,Sales,Male,0
23,12,0,0,50,Assoc-acdm,Never-married,Prof-specialty,Female,0
59,4,0,0,40,7th-8th,Separated,Machine-op-inspct,Male,0
34,9,0,0,50,HS-grad,Divorced,Craft-repair,Male,0
55,10,5178,0,40,Some-college,Married-civ-spouse,Adm-clerical,Female,1
38,9,3411,0,25,HS-grad,Married-civ-spouse,Craft-repair,Male,0
61,9,0,0,60,HS-grad,Married-civ-spouse,Transport-moving,Male,0
60,15,0,0,70,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
32,10,0,0,40,Some-college,Divorced,Craft-repair,Male,0
24,9,0,0,25,HS-grad,Never-married,Other-service,Male,0
20,10,0,0,25,Some-college,Never-married,,Female,0
19,10,0,0,16,Some-college,Never-married,Handlers-cleaners,Male,0
22,9,0,0,50,HS-grad,Never-married,Handlers-cleaners,Male,0
33,9,0,0,34,HS-grad,Never-married,Transport-moving,Male,0
37,13,0,1902,40,Bachelors,Married-civ-spouse,Sales,Male,1
63,9,0,0,40,HS-grad,Widowed,Machine-op-inspct,Female,0
32,14,0,0,52,Masters,Never-married,Exec-managerial,Female,0
51,13,0,0,45,Bachelors,Married-civ-spouse,Tech-support,Male,1
45,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
22,9,0,0,33,HS-grad,Divorced,Sales,Female,0
41,9,0,0,40,HS-grad,Married-civ-spouse,Farming-fishing,Female,0
67,10,0,0,40,Some-college,Divorced,Exec-managerial,Female,0
35,14,0,0,40,Masters,Never-married,Exec-managerial,Male,1
36,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
40,2,0,0,40,1st-4th,Married-spouse-absent,Machine-op-inspct,Female,0
39,9,0,0,40,HS-grad,Never-married,Transport-moving,Male,0
34,13,0,1485,35,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
32,13,0,0,30,Bachelors,Divorced,Sales,Female,0
38,10,0,0,40,Some-college,Married-civ-spouse,Other-service,Male,0
28,9,0,0,40,HS-grad,Married-civ-spouse,Sales,Male,0
26,15,0,0,40,Prof-school,Never-married,Prof-specialty,Male,1
57,13,0,0,40,Bachelors,Never-married,Sales,Male,0
32,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,1
24,10,0,0,20,Some-college,Never-married,Adm-clerical,Male,0
42,9,0,0,40,HS-grad,Married-civ-spouse,Prof-specialty,Female,0
22,8,0,0,40,12th,Never-married,,Male,0
49,13,5013,0,45,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
36,10,0,0,60,Some-college,Married-civ-spouse,Craft-repair,Male,1
24,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Female,0
42,9,0,0,50,HS-grad,Divorced,Transport-moving,Male,0
57,6,0,0,60,10th,Divorced,Exec-managerial,Male,1
39,9,0,0,20,HS-grad,Separated,Adm-clerical,Female,0
47,4,0,0,40,7th-8th,Separated,Craft-repair,Male,0
43,9,0,0,40,HS-grad,Divorced,Protective-serv,Female,0
45,10,0,0,41,Some-college,Separated,Craft-repair,Male,0
42,13,0,0,50,Bachelors,Married-civ-spouse,Prof-specialty,Female,1
56,13,0,0,32,Bachelors,Divorced,Other-service,Female,0
17,6,0,0,21,10th,Never-married,Other-service,Female,0
61,8,0,0,40,12th,Widowed,Machine-op-inspct,Female,0
21,9,0,0,40,HS-grad,Never-married,Other-service,Male,0
33,11,0,0,40,Assoc-voc,Never-married,,Female,0
47,10,0,0,52,Some-college,Married-civ-spouse,Other-service,Female,0
33,11,0,0,55,Assoc-voc,Never-married,Prof-specialty,Female,0
28,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
30,9,0,0,40,HS-grad,Married-civ-spouse,Tech-support,Male,1
69,4,1086,0,20,7th-8th,Widowed,Other-service,Female,0
43,15,15024,0,50,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
43,4,4508,0,40,7th-8th,Married-civ-spouse,Farming-fishing,Male,0
41,10,0,0,50,Some-college,Married-civ-spouse,Sales,Male,0
71,8,0,0,40,12th,Never-married,Other-service,Female,0
24,13,0,0,40,Bachelors,Never-married,Tech-support,Male,0
43,10,0,0,50,Some-college,Married-civ-spouse,Sales,Male,0
60,15,0,0,40,Prof-school,Married-civ-spouse,Exec-managerial,Male,1
39,13,0,0,40,Bachelors,Divorced,Prof-specialty,Male,1
40,9,0,0,40,HS-grad,Separated,Exec-managerial,Male,0
45,11,0,1977,50,Assoc-voc,Married-civ-spouse,Sales,Male,1
28,13,0,0,40,Bachelors,Married-civ-spouse,Sales,Male,0
32,12,0,0,46,Assoc-acdm,Never-married,Sales,Female,0
55,14,0,1977,40,Masters,Married-civ-spouse,Exec-managerial,Male,1
38,13,0,0,44,Bachelors,Married-civ-spouse,Sales,Male,0
35,10,0,0,60,Some-college,Married-civ-spouse,Craft-repair,Male,0
61,9,0,1887,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
21,9,0,0,35,HS-grad,Never-married,Machine-op-inspct,Male,0
39,14,0,1977,55,Masters,Married-civ-spouse,Sales,Male,1
19,9,0,1602,30,HS-grad,Never-married,,Female,0
51,10,0,0,40,Some-college,Divorced,Prof-specialty,Female,0
48,6,0,0,40,10th,Married-civ-spouse,Machine-op-inspct,Male,0
50,2,0,0,40,1st-4th,Married-spouse-absent,Other-service,Male,0
23,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,1
62,4,0,0,10,7th-8th,Married-civ-spouse,,Male,0
39,13,0,0,50,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
30,10,0,0,45,Some-college,Divorced,Adm-clerical,Female,0
56,5,0,0,40,9th,Married-civ-spouse,Sales,Male,0
25,12,0,0,40,Assoc-acdm,Never-married,Craft-repair,Male,0
69,16,0,0,50,Doctorate,Married-civ-spouse,,Male,1
31,9,0,0,40,HS-grad,Never-married,Priv-house-serv,Female,0
33,6,0,0,40,10th,Married-civ-spouse,Transport-moving,Male,0
41,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Female,1
40,9,0,1719,40,HS-grad,Never-married,Transport-moving,Male,0
31,9,0,0,50,HS-grad,Divorced,Sales,Male,0
32,15,0,0,40,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
32,13,10520,0,40,Bachelors,Never-married,Exec-managerial,Female,1
39,9,0,0,40,HS-grad,Divorced,Adm-clerical,Male,0
80,4,0,0,15,7th-8th,Married-spouse-absent,Farming-fishing,Male,0
64,9,0,0,15,HS-grad,Widowed,Priv-house-serv,Female,0
47,9,7688,0,55,HS-grad,Married-civ-spouse,Transport-moving,Male,1
32,13,0,0,2,Bachelors,Married-civ-spouse,Adm-clerical,Female,0
19,11,0,0,20,Assoc-voc,Never-married,Craft-repair,Male,0
32,9,0,0,40,HS-grad,Divorced,Craft-repair,Male,0
61,13,0,0,40,Bachelors,Never-married,Prof-specialty,Male,0
25,10,0,0,50,Some-college,Never-married,Adm-clerical,Female,0
18,6,0,1719,16,10th,Never-married,Sales,Female,0
27,10,0,0,40,Some-college,Divorced,,Female,0
25,6,2597,0,50,10th,Never-married,Transport-moving,Male,0
36,10,7688,0,45,Some-college,Married-civ-spouse,Sales,Male,1
48,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,1
22,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,0
22,9,0,0,40,HS-grad,Never-married,Sales,Male,0
36,9,0,0,40,HS-grad,Divorced,Exec-managerial,Female,0
52,14,6849,0,60,Masters,Divorced,Prof-specialty,Female,0
30,9,0,0,35,HS-grad,Married-civ-spouse,Craft-repair,Male,1
24,14,0,0,40,Masters,Never-married,Prof-specialty,Female,0
35,8,0,0,40,12th,Never-married,Machine-op-inspct,Female,0
43,10,0,0,55,Some-college,Married-civ-spouse,Sales,Male,0
35,10,0,0,20,Some-college,Divorced,Other-service,Female,0
19,10,0,0,40,Some-college,Never-married,Prof-specialty,Male,0
57,2,0,0,40,1st-4th,Married-civ-spouse,Other-service,Male,0
51,11,0,0,40,Assoc-voc,Divorced,Prof-specialty,Female,0
28,13,0,0,40,Bachelors,Married-civ-spouse,Other-service,Male,0
58,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Male,1
42,9,0,0,50,HS-grad,Married-civ-spouse,Farming-fishing,Male,0
32,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
22,10,0,0,30,Some-college,Never-married,Other-service,Female,0
49,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Male,1
65,10,0,0,27,Some-college,Married-civ-spouse,Handlers-cleaners,Male,0
34,12,0,0,40,Assoc-acdm,Never-married,Craft-repair,Female,0
28,13,0,0,42,Bachelors,Separated,Sales,Male,0
57,13,4386,0,13,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
42,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
56,10,0,0,40,Some-college,Married-civ-spouse,Exec-managerial,Male,1
55,9,0,0,65,HS-grad,Married-civ-spouse,Transport-moving,Male,0
50,14,7688,0,40,Masters,Married-civ-spouse,Prof-specialty,Male,1
19,9,0,0,35,HS-grad,Never-married,Sales,Female,0
44,14,0,0,60,Masters,Never-married,Prof-specialty,Female,0
22,9,0,0,50,HS-grad,Never-married,Craft-repair,Male,0
48,11,0,0,48,Assoc-voc,Never-married,Protective-serv,Male,0
56,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
42,3,0,0,40,5th-6th,Married-civ-spouse,Other-service,Male,0
53,10,0,0,22,Some-college,Widowed,Adm-clerical,Female,0
17,7,0,0,30,11th,Never-married,,Female,0
69,14,6514,0,40,Masters,Married-civ-spouse,Exec-managerial,Male,1
67,9,0,0,10,HS-grad,Married-civ-spouse,Other-service,Male,0
20,9,0,0,40,HS-grad,Never-married,Sales,Male,0
65,10,0,0,45,Some-college,Married-civ-spouse,,Male,1
40,11,0,0,40,Assoc-voc,Divorced,Prof-specialty,Male,0
29,10,0,0,50,Some-college,Married-civ-spouse,Craft-repair,Male,0
54,9,0,1848,40,HS-grad,Married-civ-spouse,Sales,Male,1
39,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
19,10,0,0,40,Some-college,Never-married,,Female,0
42,13,2580,0,8,Bachelors,Married-civ-spouse,,Male,0
49,9,0,0,42,HS-grad,Married-civ-spouse,Craft-repair,Male,1
61,14,0,0,40,Masters,Divorced,Prof-specialty,Female,1
47,14,0,0,45,Masters,Never-married,Prof-specialty,Female,1
23,13,0,0,40,Bachelors,Never-married,Adm-clerical,Female,0
29,9,0,0,40,HS-grad,Married-civ-spouse,Farming-fishing,Male,0
31,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
22,9,0,0,20,HS-grad,Married-civ-spouse,Other-service,Male,0
31,11,0,0,38,Assoc-voc,Married-civ-spouse,Protective-serv,Male,0
25,9,0,0,84,HS-grad,Married-civ-spouse,Tech-support,Male,0
58,10,0,0,40,Some-college,Divorced,Prof-specialty,Female,0
24,10,0,0,40,Some-college,Never-married,Protective-serv,Male,0
35,10,0,0,45,Some-college,Married-civ-spouse,Sales,Male,0
19,9,0,0,20,HS-grad,Never-married,,Male,0
44,10,0,0,40,Some-college,Married-civ-spouse,Transport-moving,Male,0
59,10,0,0,40,Some-college,Married-civ-spouse,Sales,Male,0
33,9,3411,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
45,9,0,1628,45,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
57,13,0,1485,40,Bachelors,Married-civ-spouse,Adm-clerical,Male,0
55,9,0,0,50,HS-grad,Married-civ-spouse,Sales,Female,0
43,14,0,0,40,Masters,Married-civ-spouse,Prof-specialty,Male,1
36,5,0,0,40,9th,Divorced,Adm-clerical,Female,0
37,6,0,0,40,10th,Divorced,Transport-moving,Male,0
21,9,0,0,40,HS-grad,Never-married,Other-service,Male,0
29,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
24,10,0,0,40,Some-college,Never-married,Adm-clerical,Female,0
33,10,7298,0,21,Some-college,Married-civ-spouse,Prof-specialty,Female,1
35,14,0,0,32,Masters,Never-married,Prof-specialty,Female,0
23,13,0,0,40,Bachelors,Never-married,Exec-managerial,Male,0
29,9,0,0,16,HS-grad,Never-married,Handlers-cleaners,Male,0
54,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,1
37,11,0,1887,40,Assoc-voc,Married-civ-spouse,Craft-repair,Male,1
56,11,0,0,40,Assoc-voc,Married-civ-spouse,Tech-support,Male,1
27,10,0,0,40,Some-college,Divorced,Other-service,Male,0
29,10,0,0,35,Some-college,Never-married,Handlers-cleaners,Male,0
43,11,0,0,45,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,1
75,10,0,0,8,Some-college,Married-civ-spouse,,Male,0
44,10,0,0,50,Some-college,Never-married,Sales,Male,0
23,9,0,0,40,HS-grad,Never-married,Sales,Male,0
35,9,0,0,29,HS-grad,Never-married,Sales,Female,0
37,3,0,0,40,5th-6th,Never-married,Adm-clerical,Female,0
24,9,0,0,40,HS-grad,Married-civ-spouse,,Male,0
68,9,0,0,8,HS-grad,Married-civ-spouse,Craft-repair,Male,0
55,13,0,0,40,Bachelors,Married-civ-spouse,Sales,Male,0
72,13,991,0,7,Bachelors,Separated,,Female,0
33,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
42,11,7298,0,52,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,1
43,10,0,0,45,Some-college,Married-civ-spouse,Craft-repair,Male,1
23,10,0,0,45,Some-college,Never-married,Prof-specialty,Male,0
52,12,0,0,40,Assoc-acdm,Married-civ-spouse,Protective-serv,Male,1
23,10,0,0,20,Some-college,Never-married,Other-service,Female,0
31,9,0,0,40,HS-grad,Separated,Craft-repair,Female,0
47,9,0,0,40,HS-grad,Divorced,Handlers-cleaners,Male,0
23,10,0,0,42,Some-college,Married-civ-spouse,Tech-support,Male,0
38,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
25,13,2174,0,40,Bachelors,Never-married,Sales,Male,0
28,9,0,0,40,HS-grad,Married-civ-spouse,Tech-support,Female,1
49,14,99999,0,80,Masters,Divorced,Prof-specialty,Male,1
21,9,0,0,20,HS-grad,Never-married,Other-service,Female,0
24,9,0,0,35,HS-grad,Never-married,Other-service,Male,0
20,10,0,0,40,Some-college,Never-married,Craft-repair,Male,0
57,10,0,0,38,Some-college,Married-civ-spouse,Tech-support,Male,1
22,10,0,0,20,Some-college,Never-married,Sales,Male,0
39,9,0,1590,40,HS-grad,Never-married,,Male,0
58,10,0,1977,60,Some-college,Married-civ-spouse,Sales,Male,1
46,10,0,0,40,Some-college,Divorced,Tech-support,Female,0
17,7,0,0,20,11th,Never-married,Priv-house-serv,Female,0
64,3,0,0,16,5th-6th,Widowed,Other-service,Female,0
49,10,0,0,40,Some-college,Never-married,Adm-clerical,Female,0
47,9,0,0,43,HS-grad,Divorced,Craft-repair,Female,0
48,10,0,0,40,Some-college,Divorced,Handlers-cleaners,Male,0
43,10,0,0,40,Some-college,Married-civ-spouse,Adm-clerical,Male,0
26,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
26,7,0,0,40,11th,Divorced,Craft-repair,Female,0
22,7,0,0,20,11th,Married-civ-spouse,Adm-clerical,Female,0
40,12,7688,0,50,Assoc-acdm,Married-civ-spouse,Sales,Male,1
59,7,0,0,70,11th,Married-civ-spouse,Sales,Male,1
48,10,0,0,45,Some-college,Divorced,Sales,Male,0
39,9,0,0,40,HS-grad,Married-civ-spouse,Sales,Male,1
48,9,0,1579,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
34,7,0,0,40,11th,Divorced,Craft-repair,Male,0
24,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
26,9,0,0,30,HS-grad,Never-married,Other-service,Female,0
19,10,0,0,20,Some-college,Never-married,,Male,0
42,14,99999,0,80,Masters,Married-civ-spouse,Sales,Male,1
43,10,4064,0,38,Some-college,Married-civ-spouse,Craft-repair,Male,0
36,13,2407,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
41,9,0,0,40,HS-grad,Never-married,Other-service,Male,0
38,10,0,0,60,Some-college,Never-married,Sales,Male,0
20,10,0,0,40,Some-college,Never-married,,Female,0
30,10,0,0,40,Some-college,Never-married,Machine-op-inspct,Female,0
43,14,0,0,50,Masters,Married-civ-spouse,Prof-specialty,Female,0
51,5,0,0,45,9th,Married-civ-spouse,Machine-op-inspct,Male,0
31,13,14084,0,60,Bachelors,Never-married,Prof-specialty,Female,1
46,11,0,0,42,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0
40,10,0,0,20,Some-college,Separated,Exec-managerial,Female,0
23,10,0,0,20,Some-college,Never-married,Tech-support,Female,0
55,12,0,0,40,Assoc-acdm,Divorced,Adm-clerical,Male,0
20,10,0,1602,15,Some-college,Never-married,Sales,Male,0
31,9,0,0,35,HS-grad,Never-married,Craft-repair,Male,0
42,13,0,0,90,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
27,5,0,0,37,9th,Married-civ-spouse,Machine-op-inspct,Female,0
79,13,0,0,20,Bachelors,Married-civ-spouse,Sales,Male,1
49,6,0,0,48,10th,Divorced,Other-service,Male,0
28,13,0,0,4,Bachelors,Never-married,Prof-specialty,Female,0
57,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
43,10,0,0,43,Some-college,Married-civ-spouse,Sales,Male,1
42,10,0,0,40,Some-college,Divorced,,Male,0
40,13,0,0,38,Bachelors,Divorced,Machine-op-inspct,Female,0
19,9,0,0,50,HS-grad,Never-married,Sales,Male,0
25,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Female,0
31,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Male,0
49,10,0,0,35,Some-college,Divorced,Tech-support,Male,0
30,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,1
69,9,0,0,20,HS-grad,Married-civ-spouse,Other-service,Male,0
39,10,0,0,39,Some-college,Divorced,Exec-managerial,Female,0
38,9,0,0,40,HS-grad,Never-married,Adm-clerical,Male,0
38,9,0,0,40,HS-grad,Married-civ-spouse,Sales,Male,0
23,10,0,0,22,Some-college,Never-married,Handlers-cleaners,Male,0
31,14,0,0,40,Masters,Married-civ-spouse,Exec-managerial,Female,1
19,10,0,0,10,Some-college,Never-married,Adm-clerical,Male,0
38,15,0,1977,50,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
36,14,0,1977,60,Masters,Married-civ-spouse,Prof-specialty,Male,1
34,9,0,0,40,HS-grad,Never-married,Adm-clerical,Female,0
29,9,0,0,50,HS-grad,Never-married,Craft-repair,Male,0
24,9,2036,0,42,HS-grad,Married-spouse-absent,Machine-op-inspct,Female,0
31,13,0,0,50,Bachelors,Never-married,Sales,Female,1
59,14,7298,0,55,Masters,Married-civ-spouse,Sales,Male,1
38,9,0,0,20,HS-grad,Married-civ-spouse,Other-service,Female,0
52,9,0,0,30,HS-grad,Divorced,Other-service,Male,0
31,12,0,0,40,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,1
61,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Female,0
37,13,0,0,45,Bachelors,Never-married,Prof-specialty,Male,1
45,8,0,0,40,12th,Married-civ-spouse,Transport-moving,Male,0
52,10,0,0,35,Some-college,Married-civ-spouse,Other-service,Male,1
26,10,0,0,50,Some-college,Never-married,Priv-house-serv,Female,0
24,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Female,0
76,13,6514,0,40,Bachelors,Married-civ-spouse,Farming-fishing,Male,1
30,13,0,0,40,Bachelors,Never-married,Prof-specialty,Female,0
38,13,0,0,45,Bachelors,Separated,Farming-fishing,Female,0
47,12,0,0,40,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,0
22,11,0,0,40,Assoc-voc,Never-married,Adm-clerical,Female,0
51,6,0,0,50,10th,Married-civ-spouse,Craft-repair,Male,0
38,2,0,0,40,1st-4th,Married-civ-spouse,Handlers-cleaners,Male,0
60,10,0,0,55,Some-college,Married-civ-spouse,Craft-repair,Male,0
38,13,2202,0,45,Bachelors,Never-married,Exec-managerial,Male,0
46,10,0,0,40,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0
29,9,0,0,30,HS-grad,Separated,Other-service,Female,0
45,10,0,0,40,Some-college,Divorced,Adm-clerical,Female,0
19,9,0,0,40,HS-grad,Never-married,Craft-repair,Female,0
17,6,0,0,16,10th,Never-married,Sales,Female,0
30,13,0,0,20,Bachelors,Married-civ-spouse,Sales,Male,0
55,9,0,0,40,HS-grad,Married-spouse-absent,Machine-op-inspct,Male,0
47,13,0,0,35,Bachelors,Never-married,Sales,Male,0
63,9,0,0,40,HS-grad,Divorced,Sales,Female,0
53,12,0,0,40,Assoc-acdm,Separated,Exec-managerial,Female,0
32,10,0,0,50,Some-college,Married-civ-spouse,Sales,Male,0
21,10,0,0,40,Some-college,Never-married,Other-service,Male,0
39,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,1
18,5,0,0,16,9th,Never-married,Handlers-cleaners,Male,0
30,13,0,0,40,Bachelors,Never-married,Sales,Male,1
40,9,0,0,40,HS-grad,Married-spouse-absent,Craft-repair,Male,1
50,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
24,4,0,0,24,7th-8th,Never-married,Handlers-cleaners,Male,0
40,10,0,0,35,Some-college,Divorced,Adm-clerical,Female,0
40,10,0,0,45,Some-college,Divorced,Exec-managerial,Male,0
58,4,0,0,40,7th-8th,Married-civ-spouse,Craft-repair,Male,0
57,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
25,11,0,0,36,Assoc-voc,Never-married,Prof-specialty,Female,0
60,9,15024,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
39,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
41,9,2829,0,40,HS-grad,Married-civ-spouse,Sales,Male,0
41,10,0,1504,40,Some-college,Never-married,Adm-clerical,Female,0
54,9,5178,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
44,2,0,0,40,1st-4th,Married-civ-spouse,Protective-serv,Male,0
47,6,0,2179,52,10th,Married-civ-spouse,Sales,Male,0
33,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Female,0
36,13,0,0,32,Bachelors,Never-married,Adm-clerical,Female,0
59,16,0,0,40,Doctorate,Married-civ-spouse,Prof-specialty,Male,0
36,9,0,0,40,HS-grad,Divorced,Adm-clerical,Female,0
33,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
49,10,3674,0,40,Some-college,Divorced,Adm-clerical,Female,0
65,9,2290,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
37,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Female,0
20,10,0,0,15,Some-college,Never-married,Tech-support,Male,0
20,10,0,0,25,Some-college,Never-married,Adm-clerical,Male,0
45,12,0,0,40,Assoc-acdm,Separated,Adm-clerical,Female,1
51,9,0,0,40,HS-grad,Divorced,Other-service,Female,0
30,10,0,0,40,Some-college,Separated,Adm-clerical,Female,0
49,11,0,0,48,Assoc-voc,Divorced,Transport-moving,Male,0
48,10,3325,0,53,Some-college,Divorced,Transport-moving,Male,0
66,10,0,0,50,Some-college,Married-civ-spouse,,Male,0
71,1,0,0,10,Preschool,Widowed,Craft-repair,Male,0
44,13,0,0,40,Bachelors,Married-spouse-absent,Sales,Male,0
24,9,0,0,35,HS-grad,Never-married,Other-service,Female,0
40,11,0,0,40,Assoc-voc,Married-civ-spouse,Tech-support,Male,1
28,9,0,0,40,HS-grad,Separated,Protective-serv,Male,0
32,10,0,0,40,Some-college,Married-civ-spouse,Sales,Male,1
47,8,0,0,40,12th,Married-civ-spouse,Adm-clerical,Male,0
60,9,0,0,45,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
37,9,0,0,40,HS-grad,Divorced,Adm-clerical,Female,0
47,9,0,0,60,HS-grad,Married-civ-spouse,Craft-repair,Male,1
28,9,0,0,40,HS-grad,Never-married,Prof-specialty,Female,0
22,13,0,0,40,Bachelors,Never-married,Exec-managerial,Female,0
30,9,0,0,22,HS-grad,Never-married,Handlers-cleaners,Male,0
31,10,0,0,50,Some-college,Married-spouse-absent,Transport-moving,Male,0
55,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,0
44,13,5013,0,40,Bachelors,Married-civ-spouse,Adm-clerical,Male,0
52,13,0,2824,20,Bachelors,Widowed,Other-service,Female,1
44,10,0,0,50,Some-college,Married-civ-spouse,Sales,Male,0
36,4,0,0,40,7th-8th,Married-civ-spouse,Machine-op-inspct,Male,0
20,9,0,0,35,HS-grad,Never-married,Craft-repair,Male,0
63,10,7298,0,48,Some-college,Married-civ-spouse,Sales,Male,1
